YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,UNDERGRADUATE_FULLTIME_TOTAL,UNDERGRADUATE_FT_ENR_PROGRAM,UNDERGRADUATE_FT_NOT_ENR_PROGRAM,UNDERGRADUATE_PARTTIME,UNDERGRADUATE_PT_ENR_PROGRAM,UNDERGRADUATE_PT_NOT_ENR_PROGRAM,FIRST_PROFESSIONAL_FULLTIME,FIRST_PROFESSIONAL_PARTTIME,GRADUATE_FULLTIME,GRADUATE_PARTTIME,ALL_STUDENTS_FULLTIME,ALL_STUDENTS_PARTTIME,FIRST_TIME_FULLTIME,FIRST_TIME_PARTTIME,TOTAL,FTE
2015,61,TOMPKINS,0,SUNY,0,PUBLIC,0,2-Year,278400,800000036456,TOMPKINS CORTLAND COMMUNITY COLLEGE,2227,2113,114,3714,599,3115,0,0,0,0,2227,3714,781,86,5941,3465
2016,61,TOMPKINS,0,SUNY,0,PUBLIC,0,2-Year,278400,800000036456,TOMPKINS CORTLAND COMMUNITY COLLEGE,2028,1913,115,3723,589,3134,0,0,0,0,2028,3723,715,72,5751,3269
2017,61,TOMPKINS,0,SUNY,0,PUBLIC,0,2-Year,278400,800000036456,TOMPKINS CORTLAND COMMUNITY COLLEGE,1917,1747,170,3429,523,2906,0,0,0,0,1917,3429,625,58,5346,3060
2018,61,TOMPKINS,0,SUNY,0,PUBLIC,0,2-Year,278400,800000036456,TOMPKINS CORTLAND COMMUNITY COLLEGE,1695,1549,146,3309,517,2792,0,0,0,0,1695,3309,587,61,5004,2798
2019,61,TOMPKINS,0,SUNY,0,PUBLIC,0,2-Year,278400,800000036456,TOMPKINS CORTLAND COMMUNITY COLLEGE,1546,1406,140,3500,490,3010,0,0,0,0,1546,3500,537,68,5046,2712.67
2010,62,ULSTER,0,SUNY,0,PUBLIC,0,2-Year,279000,800000036209,ULSTER COUNTY COMMUNITY COLLEGE,1804,1743,61,1882,725,1157,0,0,0,0,1804,1882,629,214,3686,2431.33
2011,62,ULSTER,0,SUNY,0,PUBLIC,0,2-Year,279000,800000036209,ULSTER COUNTY COMMUNITY COLLEGE,1639,1594,45,1980,704,1276,0,0,0,0,1639,1980,604,195,3619,2299
2012,62,ULSTER,0,SUNY,0,PUBLIC,0,2-Year,279000,800000036209,ULSTER COUNTY COMMUNITY COLLEGE,1567,1496,71,2114,736,1378,0,0,0,0,1567,2114,580,252,3681,2271.67
2013,62,ULSTER,0,SUNY,0,PUBLIC,0,2-Year,279000,800000036209,ULSTER COUNTY COMMUNITY COLLEGE,1654,1578,76,1961,656,1305,0,0,0,0,1654,1961,594,157,3615,2307.67
2014,62,ULSTER,0,SUNY,0,PUBLIC,0,2-Year,279000,800000036209,ULSTER COUNTY COMMUNITY COLLEGE,1584,1489,95,2010,636,1374,0,0,0,0,1584,2010,542,154,3594,2254
2015,62,ULSTER,0,SUNY,0,PUBLIC,0,2-Year,279000,800000036209,ULSTER COUNTY COMMUNITY COLLEGE,1437,1296,141,2026,599,1427,0,0,0,0,1437,2026,470,156,3463,2112.33
2016,62,ULSTER,0,SUNY,0,PUBLIC,0,2-Year,279000,800000036209,ULSTER COUNTY COMMUNITY COLLEGE,1380,1224,156,2036,644,1392,0,0,0,0,1380,2036,418,113,3416,2058.67
2017,62,ULSTER,0,SUNY,0,PUBLIC,0,2-Year,279000,800000036209,ULSTER COUNTY COMMUNITY COLLEGE,1454,1282,172,2106,699,1407,0,0,0,0,1454,2106,483,137,3560,2156
2018,62,ULSTER,0,SUNY,0,PUBLIC,0,2-Year,279000,800000036209,ULSTER COUNTY COMMUNITY COLLEGE,1420,1238,182,2134,653,1481,0,0,0,0,1420,2134,430,118,3554,2131.33
2019,62,ULSTER,0,SUNY,0,PUBLIC,0,2-Year,279000,800000036209,ULSTER COUNTY COMMUNITY COLLEGE,1424,1158,266,2126,646,1480,0,0,0,0,1424,2126,436,116,3550,2132.67
2010,66,WESTCHESTER,0,SUNY,0,PUBLIC,0,2-Year,279300,800000035311,WESTCHESTER COMMUNITY COLLEGE,7543,7273,270,6350,4633,1717,0,0,0,0,7543,6350,2328,849,13893,9659.67
2011,66,WESTCHESTER,0,SUNY,0,PUBLIC,0,2-Year,279300,800000035311,WESTCHESTER COMMUNITY COLLEGE,7398,7134,264,6212,4952,1260,0,0,0,0,7398,6212,2313,827,13610,9468.67
2012,66,WESTCHESTER,0,SUNY,0,PUBLIC,0,2-Year,279300,800000035311,WESTCHESTER COMMUNITY COLLEGE,7618,7408,210,6379,4882,1497,0,0,0,0,7618,6379,2306,810,13997,9744.33
2013,66,WESTCHESTER,0,SUNY,0,PUBLIC,0,2-Year,279300,800000035311,WESTCHESTER COMMUNITY COLLEGE,7640,7434,206,6141,4800,1341,0,0,0,0,7640,6141,2151,703,13781,9687
2014,66,WESTCHESTER,0,SUNY,0,PUBLIC,0,2-Year,279300,800000035311,WESTCHESTER COMMUNITY COLLEGE,7546,7359,187,6370,4898,1472,0,0,0,0,7546,6370,2108,712,13916,9669.33
2015,66,WESTCHESTER,0,SUNY,0,PUBLIC,0,2-Year,279300,800000035311,WESTCHESTER COMMUNITY COLLEGE,7062,6898,164,5904,4791,1113,0,0,0,0,7062,5904,1878,691,12966,9030
2016,66,WESTCHESTER,0,SUNY,0,PUBLIC,0,2-Year,279300,800000035311,WESTCHESTER COMMUNITY COLLEGE,6973,6794,179,5869,4831,1038,0,0,0,0,6973,5869,1948,760,12842,8929.33
2017,66,WESTCHESTER,0,SUNY,0,PUBLIC,0,2-Year,279300,800000035311,WESTCHESTER COMMUNITY COLLEGE,6748,6543,205,5823,4680,1143,0,0,0,0,6748,5823,2159,856,12571,8689
2018,66,WESTCHESTER,0,SUNY,0,PUBLIC,0,2-Year,279300,800000035311,WESTCHESTER COMMUNITY COLLEGE,6156,5853,303,5379,4444,935,0,0,0,0,6156,5379,2059,642,11535,7949
2019,66,WESTCHESTER,0,SUNY,0,PUBLIC,0,2-Year,279300,800000035311,WESTCHESTER COMMUNITY COLLEGE,5685,5543,142,5436,4335,1101,0,0,0,0,5685,5436,1954,741,11121,7497
2010,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,310500,800000047620,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,284,284,0,852,718,134,0,0,4377,1077,4661,1929,0,18,6590,5375.8
2011,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,310500,800000047620,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,271,270,1,949,764,185,0,0,4472,1090,4743,2039,0,0,6782,5495.33
2012,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,310500,800000047620,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,308,307,1,939,770,169,0,0,4352,1213,4660,2152,3,37,6812,5458.2
2013,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,310500,800000047620,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,296,293,3,1051,819,232,0,0,4158,1231,4454,2282,0,0,6736,5296.73
2014,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,310500,800000047620,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,342,340,2,1342,957,385,0,0,3978,1351,4320,2693,0,0,7013,5307.73
2015,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,310500,800000047620,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,350,349,1,1445,1114,331,0,0,3794,1257,4144,2702,0,0,6846,5128.47
2016,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,310500,800000047620,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,354,352,2,1440,1294,146,0,0,3630,1954,3984,3394,0,0,7378,5245.6
2017,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,310500,800000047620,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,418,417,1,1648,1437,211,0,0,3540,2068,3958,3716,0,0,7674,5334.53
2018,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,310500,800000047620,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,411,409,2,1876,1696,180,0,0,3488,2266,3899,4142,0,0,8041,5430.73
2019,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,310500,800000047620,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,468,467,1,2030,1782,248,0,0,3628,2377,4096,4407,0,7,8503,5723.47
2010,34,QUEENS,1,CUNY,0,PUBLIC,1,4-Year/Grad,311000,800000043091,CUNY LAW SCHOOL AT QUEENS,0,0,0,0,0,0,431,0,8,2,439,2,0,0,441,439.8
2011,34,QUEENS,1,CUNY,0,PUBLIC,1,4-Year/Grad,311000,800000043091,CUNY LAW SCHOOL AT QUEENS,0,0,0,0,0,0,478,3,0,0,478,3,0,0,481,479.2
2012,34,QUEENS,1,CUNY,0,PUBLIC,1,4-Year/Grad,311000,800000043091,CUNY LAW SCHOOL AT QUEENS,0,0,0,0,0,0,426,5,0,0,426,5,0,0,431,428
2013,34,QUEENS,1,CUNY,0,PUBLIC,1,4-Year/Grad,311000,800000043091,CUNY LAW SCHOOL AT QUEENS,0,0,0,0,0,0,377,2,3,1,380,3,0,0,383,381.2
2014,34,QUEENS,1,CUNY,0,PUBLIC,1,4-Year/Grad,311000,800000043091,CUNY LAW SCHOOL AT QUEENS,0,0,0,0,0,0,319,1,3,2,322,3,0,0,325,323.2
2015,34,QUEENS,1,CUNY,0,PUBLIC,1,4-Year/Grad,311000,800000043091,CUNY LAW SCHOOL AT QUEENS,0,0,0,0,0,0,311,50,0,0,311,50,0,0,361,331
2016,34,QUEENS,1,CUNY,0,PUBLIC,1,4-Year/Grad,311000,800000043091,CUNY LAW SCHOOL AT QUEENS,0,0,0,0,0,0,340,96,0,0,340,96,0,0,436,378.4
2017,34,QUEENS,1,CUNY,0,PUBLIC,1,4-Year/Grad,311000,800000043091,CUNY LAW SCHOOL AT QUEENS,0,0,0,0,0,0,344,144,0,0,344,144,0,0,488,401.6
2018,34,QUEENS,1,CUNY,0,PUBLIC,1,4-Year/Grad,311000,800000043091,CUNY LAW SCHOOL AT QUEENS,0,0,0,0,0,0,417,160,0,0,417,160,0,0,577,481
2019,34,QUEENS,1,CUNY,0,PUBLIC,1,4-Year/Grad,311000,800000043091,CUNY LAW SCHOOL AT QUEENS,0,0,0,0,0,0,434,189,0,3,434,192,0,0,626,510.8
2010,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,330500,800000047621,CUNY BERNARD M. BARUCH COLLEGE,10018,10011,7,3102,2791,311,0,0,1032,2911,11050,6013,1255,5,17063,13248.4
2011,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,330500,800000047621,CUNY BERNARD M. BARUCH COLLEGE,10574,10569,5,3692,3369,323,0,0,941,2848,11515,6540,1301,10,18055,13884.87
2012,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,330500,800000047621,CUNY BERNARD M. BARUCH COLLEGE,10365,10363,2,3412,3221,191,0,0,806,2790,11171,6202,1171,14,17373,13424.33
2013,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,330500,800000047621,CUNY BERNARD M. BARUCH COLLEGE,10396,10393,3,3686,3305,381,0,0,826,2597,11222,6283,1245,9,17505,13489.47
2014,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,330500,800000047621,CUNY BERNARD M. BARUCH COLLEGE,10865,10796,69,3992,3624,368,0,0,744,2489,11609,6481,1274,8,18090,13935.27
2015,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,330500,800000047621,CUNY BERNARD M. BARUCH COLLEGE,11233,11175,58,4021,3721,300,0,0,742,2437,11975,6458,1468,9,18433,14290.13
2016,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,330500,800000047621,CUNY BERNARD M. BARUCH COLLEGE,11288,11238,50,3922,3620,302,0,0,642,2434,11930,6356,1400,4,18286,14210.93
2017,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,330500,800000047621,CUNY BERNARD M. BARUCH COLLEGE,11598,11541,57,3655,3362,293,0,0,633,2403,12231,6058,1599,6,18289,14410.53
2018,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,330500,800000047621,CUNY BERNARD M. BARUCH COLLEGE,11495,11442,53,3529,3187,342,0,0,547,2458,12042,5987,1682,10,18029,14201.53
2019,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,330500,800000047621,CUNY BERNARD M. BARUCH COLLEGE,12091,12032,59,3391,3034,357,0,0,687,2510,12778,5901,2261,7,18679,14912.33
2010,33,KINGS,1,CUNY,0,PUBLIC,1,4-Year/Grad,331000,800000043781,CITY UNIVERSITY OF NEW YORK BROOKLYN COLLEGE,9162,9110,52,3681,2738,943,0,0,610,3296,9772,6977,1158,12,16749,12317.4
2011,33,KINGS,1,CUNY,0,PUBLIC,1,4-Year/Grad,331000,800000043781,CITY UNIVERSITY OF NEW YORK BROOKLYN COLLEGE,9310,9254,56,3786,2908,878,0,0,625,3114,9935,6900,1139,14,16835,12442.6
2012,33,KINGS,1,CUNY,0,PUBLIC,1,4-Year/Grad,331000,800000043781,CITY UNIVERSITY OF NEW YORK BROOKLYN COLLEGE,9238,9179,59,3861,2946,915,0,0,528,2897,9766,6758,1140,8,16524,12211.8
2013,33,KINGS,1,CUNY,0,PUBLIC,1,4-Year/Grad,331000,800000043781,CITY UNIVERSITY OF NEW YORK BROOKLYN COLLEGE,9543,9464,79,4053,3161,892,0,0,518,2890,10061,6943,1183,10,17004,12568
2014,33,KINGS,1,CUNY,0,PUBLIC,1,4-Year/Grad,331000,800000043781,CITY UNIVERSITY OF NEW YORK BROOKLYN COLLEGE,9897,9812,85,4218,3113,1105,0,0,489,2786,10386,7004,1347,11,17390,12906.4
2015,33,KINGS,1,CUNY,0,PUBLIC,1,4-Year/Grad,331000,800000043781,CITY UNIVERSITY OF NEW YORK BROOKLYN COLLEGE,10175,10080,95,4032,3092,940,0,0,560,2643,10735,6675,1327,13,17410,13136.2
2016,33,KINGS,1,CUNY,0,PUBLIC,1,4-Year/Grad,331000,800000043781,CITY UNIVERSITY OF NEW YORK BROOKLYN COLLEGE,10198,10118,80,4208,3262,946,0,0,597,2577,10795,6785,1320,10,17580,13228.47
2017,33,KINGS,1,CUNY,0,PUBLIC,1,4-Year/Grad,331000,800000043781,CITY UNIVERSITY OF NEW YORK BROOKLYN COLLEGE,10786,10668,118,3903,3044,859,0,0,618,2496,11404,6399,1642,20,17803,13703.4
2018,33,KINGS,1,CUNY,0,PUBLIC,1,4-Year/Grad,331000,800000043781,CITY UNIVERSITY OF NEW YORK BROOKLYN COLLEGE,11142,11026,116,3836,2928,908,0,0,595,2588,11737,6424,1738,18,18161,14050.87
2019,33,KINGS,1,CUNY,0,PUBLIC,1,4-Year/Grad,331000,800000043781,CITY UNIVERSITY OF NEW YORK BROOKLYN COLLEGE,11189,11053,136,3781,2900,881,0,0,544,2297,11733,6078,1882,12,17811,13912.13
2010,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,331500,800000047047,CUNY CITY COLLEGE,9313,9255,58,2950,2427,523,0,0,450,2703,9763,5653,1368,21,15416,11827.53
2011,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,331500,800000047047,CUNY CITY COLLEGE,9552,9447,105,3311,2766,545,0,0,446,2696,9998,6007,1501,16,16005,12180.07
2012,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,331500,800000047047,CUNY CITY COLLEGE,9524,9421,103,3459,2751,708,0,0,474,2566,9998,6025,1381,16,16023,12177.4
2013,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,331500,800000047047,CUNY CITY COLLEGE,9274,9202,72,3227,2618,609,0,0,447,2383,9721,5610,1431,13,15331,11749.87
2014,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,331500,800000047047,CUNY CITY COLLEGE,9430,9299,131,3463,2876,587,0,0,415,2271,9845,5734,1425,16,15579,11907.73
2015,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,331500,800000047047,CUNY CITY COLLEGE,9734,9636,98,3467,2830,637,0,0,376,2201,10110,5668,1607,23,15778,12146.07
2016,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,331500,800000047047,CUNY CITY COLLEGE,10067,9965,102,3250,2644,606,100,0,363,2268,10530,5518,1805,22,16048,12520.53
2017,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,331500,800000047047,CUNY CITY COLLEGE,10225,10099,126,2985,2381,604,0,0,551,2240,10776,5225,1683,22,16001,12667
2018,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,331500,800000047047,CUNY CITY COLLEGE,10248,10133,115,2938,2370,568,202,0,399,2256,10849,5194,1804,26,16043,12730.73
2019,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,331500,800000047047,CUNY CITY COLLEGE,10196,10094,102,2834,2265,569,251,0,591,1944,11038,4778,2054,38,15816,12760.27
2010,35,RICHMOND,1,CUNY,0,PUBLIC,1,4-Year/Grad,331800,800000041831,CITY UNIVERSITY OF NEW YORK COLLEGE OF STATEN ISLAND,9502,9480,22,3327,2974,353,0,0,124,941,9626,4268,2237,105,13894,11111.4
2011,35,RICHMOND,1,CUNY,0,PUBLIC,1,4-Year/Grad,331800,800000041831,CITY UNIVERSITY OF NEW YORK COLLEGE OF STATEN ISLAND,9639,9613,26,3516,3192,324,0,0,111,933,9750,4449,2293,165,14199,11295.2
2012,35,RICHMOND,1,CUNY,0,PUBLIC,1,4-Year/Grad,331800,800000041831,CITY UNIVERSITY OF NEW YORK COLLEGE OF STATEN ISLAND,9917,9896,21,3447,3081,366,0,0,121,836,10038,4283,2402,154,14321,11521.4
2013,35,RICHMOND,1,CUNY,0,PUBLIC,1,4-Year/Grad,331800,800000041831,CITY UNIVERSITY OF NEW YORK COLLEGE OF STATEN ISLAND,9784,9758,26,3681,3216,465,0,0,116,860,9900,4541,2630,177,14441,11471
2014,35,RICHMOND,1,CUNY,0,PUBLIC,1,4-Year/Grad,331800,800000041831,CITY UNIVERSITY OF NEW YORK COLLEGE OF STATEN ISLAND,10043,10019,24,3300,2923,377,0,0,193,808,10236,4108,2402,90,14344,11659.2
2015,35,RICHMOND,1,CUNY,0,PUBLIC,1,4-Year/Grad,331800,800000041831,CITY UNIVERSITY OF NEW YORK COLLEGE OF STATEN ISLAND,9717,9685,32,3006,2634,372,0,0,201,775,9918,3781,2453,118,13699,11230
2016,35,RICHMOND,1,CUNY,0,PUBLIC,1,4-Year/Grad,331800,800000041831,CITY UNIVERSITY OF NEW YORK COLLEGE OF STATEN ISLAND,9584,9567,17,2948,2556,392,0,0,203,784,9787,3732,2476,127,13519,11083.27
2017,35,RICHMOND,1,CUNY,0,PUBLIC,1,4-Year/Grad,331800,800000041831,CITY UNIVERSITY OF NEW YORK COLLEGE OF STATEN ISLAND,9710,9696,14,2799,2422,377,0,0,201,884,9911,3683,2584,145,13594,11197.6
2018,35,RICHMOND,1,CUNY,0,PUBLIC,1,4-Year/Grad,331800,800000041831,CITY UNIVERSITY OF NEW YORK COLLEGE OF STATEN ISLAND,9567,9544,23,2644,2271,373,0,0,224,812,9791,3456,2555,108,13247,10997.13
2019,35,RICHMOND,1,CUNY,0,PUBLIC,1,4-Year/Grad,331800,800000041831,CITY UNIVERSITY OF NEW YORK COLLEGE OF STATEN ISLAND,9124,9111,13,2576,2177,399,0,0,209,873,9333,3449,2290,71,12782,10540.87
2010,32,BRONX,1,CUNY,0,PUBLIC,1,4-Year/Grad,332000,800000046077,CITY UNIVERSITY OF NEW YORK HERBERT H. LEHMAN COLLEGE,5841,5808,33,4000,3002,998,0,0,298,1976,6139,5976,619,22,12115,8262.73
2011,32,BRONX,1,CUNY,0,PUBLIC,1,4-Year/Grad,332000,800000046077,CITY UNIVERSITY OF NEW YORK HERBERT H. LEHMAN COLLEGE,5784,5760,24,4079,3188,891,0,0,281,2143,6065,6222,608,18,12287,8281.87
2012,32,BRONX,1,CUNY,0,PUBLIC,1,4-Year/Grad,332000,800000046077,CITY UNIVERSITY OF NEW YORK HERBERT H. LEHMAN COLLEGE,5344,5323,21,4233,3530,703,0,0,242,2043,5586,6276,535,16,11862,7814.2
2013,32,BRONX,1,CUNY,0,PUBLIC,1,4-Year/Grad,332000,800000046077,CITY UNIVERSITY OF NEW YORK HERBERT H. LEHMAN COLLEGE,5643,5625,18,4243,3395,848,0,0,273,1926,5916,6169,582,6,12085,8100.73
2014,32,BRONX,1,CUNY,0,PUBLIC,1,4-Year/Grad,332000,800000046077,CITY UNIVERSITY OF NEW YORK HERBERT H. LEHMAN COLLEGE,5925,5864,61,4401,3553,848,0,0,283,1789,6208,6190,660,14,12398,8390.6
2015,32,BRONX,1,CUNY,0,PUBLIC,1,4-Year/Grad,332000,800000046077,CITY UNIVERSITY OF NEW YORK HERBERT H. LEHMAN COLLEGE,6259,6226,33,4541,3648,893,0,0,249,1758,6508,6299,610,22,12807,8724.87
2016,32,BRONX,1,CUNY,0,PUBLIC,1,4-Year/Grad,332000,800000046077,CITY UNIVERSITY OF NEW YORK HERBERT H. LEHMAN COLLEGE,6600,6575,25,4720,3736,984,0,0,234,1775,6834,6495,672,18,13329,9117.33
2017,32,BRONX,1,CUNY,0,PUBLIC,1,4-Year/Grad,332000,800000046077,CITY UNIVERSITY OF NEW YORK HERBERT H. LEHMAN COLLEGE,7216,7187,29,4762,3762,1000,0,0,227,1925,7443,6687,919,21,14130,9800.33
2018,32,BRONX,1,CUNY,0,PUBLIC,1,4-Year/Grad,332000,800000046077,CITY UNIVERSITY OF NEW YORK HERBERT H. LEHMAN COLLEGE,7794,7780,14,4845,3779,1066,0,0,214,1934,8008,6779,1012,20,14787,10396.6
2019,32,BRONX,1,CUNY,0,PUBLIC,1,4-Year/Grad,332000,800000046077,CITY UNIVERSITY OF NEW YORK HERBERT H. LEHMAN COLLEGE,8066,8049,17,4936,3748,1188,0,0,198,1943,8264,6879,933,9,15143,10686.53
2010,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,332500,800000047622,CUNY HUNTER COLLEGE,11023,10936,87,4661,3673,988,0,0,1380,5343,12403,10004,1740,48,22407,16093.87
2011,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,332500,800000047622,CUNY HUNTER COLLEGE,11548,11491,57,4797,3926,871,0,0,1427,5050,12975,9847,2130,47,22822,16594
2012,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,332500,800000047622,CUNY HUNTER COLLEGE,11956,11910,46,4752,3879,873,0,0,1385,4912,13341,9664,1924,47,23005,16889.8
2013,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,332500,800000047622,CUNY HUNTER COLLEGE,11747,11674,73,4942,4023,919,0,0,1340,4990,13087,9932,1921,55,23019,16730.33
2014,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,332500,800000047622,CUNY HUNTER COLLEGE,12142,12065,77,4737,3713,1024,0,0,1390,4843,13532,9580,2038,42,23112,17048.2
2015,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,332500,800000047622,CUNY HUNTER COLLEGE,12033,11942,91,4517,3523,994,0,0,1412,4956,13445,9473,2168,32,22918,16933.07
2016,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,332500,800000047622,CUNY HUNTER COLLEGE,12223,12164,59,4500,3468,1032,0,0,1474,4796,13697,9296,2193,15,22993,17115.4
2017,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,332500,800000047622,CUNY HUNTER COLLEGE,12612,12567,45,4232,3253,979,0,0,1536,4625,14148,8857,2330,7,23005,17408.67
2018,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,332500,800000047622,CUNY HUNTER COLLEGE,13111,13067,44,4101,3138,963,0,0,1505,4485,14616,8586,2589,9,23202,17777
2019,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,332500,800000047622,CUNY HUNTER COLLEGE,12991,12948,43,4130,3133,997,0,0,1689,4383,14680,8513,2526,21,23193,17809.87
2010,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,333000,800000047317,CITY UNIVERSITY OF NEW YORK JOHN JAY COLLEGE OF CRIMINAL JUSTICE,10035,10021,14,3243,2800,443,0,0,417,1511,10452,4754,1994,21,15206,12137.4
2011,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,333000,800000047317,CITY UNIVERSITY OF NEW YORK JOHN JAY COLLEGE OF CRIMINAL JUSTICE,9935,9931,4,2952,2506,446,0,0,424,1477,10359,4429,1745,21,14788,11933.8
2012,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,333000,800000047317,CITY UNIVERSITY OF NEW YORK JOHN JAY COLLEGE OF CRIMINAL JUSTICE,10286,10269,17,2881,2565,316,0,0,373,1456,10659,4337,1891,17,14996,12201.73
2013,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,333000,800000047317,CITY UNIVERSITY OF NEW YORK JOHN JAY COLLEGE OF CRIMINAL JUSTICE,10374,10370,4,2843,2468,375,0,0,390,1403,10764,4246,1850,11,15010,12272.87
2014,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,333000,800000047317,CITY UNIVERSITY OF NEW YORK JOHN JAY COLLEGE OF CRIMINAL JUSTICE,10225,10219,6,3080,2539,541,0,0,346,1394,10571,4474,1744,19,15045,12155.27
2015,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,333000,800000047317,CITY UNIVERSITY OF NEW YORK JOHN JAY COLLEGE OF CRIMINAL JUSTICE,10130,10126,4,2839,2419,420,0,0,385,1378,10515,4217,1479,10,14732,12012.53
2016,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,333000,800000047317,CITY UNIVERSITY OF NEW YORK JOHN JAY COLLEGE OF CRIMINAL JUSTICE,9831,9828,3,2843,2347,496,0,0,351,1405,10182,4248,1507,16,14430,11691.67
2017,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,333000,800000047317,CITY UNIVERSITY OF NEW YORK JOHN JAY COLLEGE OF CRIMINAL JUSTICE,10276,10272,4,2640,2154,486,0,0,403,1515,10679,4155,1831,13,14834,12165
2018,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,333000,800000047317,CITY UNIVERSITY OF NEW YORK JOHN JAY COLLEGE OF CRIMINAL JUSTICE,10740,10736,4,2579,2116,463,0,0,388,1687,11128,4266,1852,14,15394,12662.47
2019,31,NEW YORK,1,CUNY,0,PUBLIC,1,4-Year/Grad,333000,800000047317,CITY UNIVERSITY OF NEW YORK JOHN JAY COLLEGE OF CRIMINAL JUSTICE,11200,11193,7,2546,2097,449,0,0,430,1704,11630,4250,2023,33,15880,13160.27
2012,31,NEW YORK,1,CUNY,0,PUBLIC,0,2-Year,333500,800000073513,CUNY STELLA AND CHARLES GUTTMAN COMMUNITY COLLEGE,289,289,0,0,0,0,0,0,0,0,289,0,289,0,289,289
2013,31,NEW YORK,1,CUNY,0,PUBLIC,0,2-Year,333500,800000073513,CUNY STELLA AND CHARLES GUTTMAN COMMUNITY COLLEGE,485,485,0,11,11,0,0,0,0,0,485,11,275,0,496,488.67
