Data os of Date,Community District,ProgramTypeName,Female Count,Female Percentage,Male Count,Male Percentage,Gender Nonconforming Count,Gender Nonconforming Percentage,American Indian or Alaskan Native Count,American Indian or Alaskan Native Percentage,Asian Count,Asian Percentage,Black or African American Count,Black or African American Percentage,Multi-race Count,Multi-race Percentage,Native Hawaiian or Other Pacific Islander Count,Native Hawaiian or Other Pacific Islander Percentage,White or Caucasian Count,White or Caucasian Percentage,Hispanic or Latino(a) Count,Hispanic or Latino(a) Percentage,Not Hispanic or Latino(a) Count,Not Hispanic or Latino(a) Percentage,Not Sure Count,Not Sure Percentage,X (Not Male Or Female) Count,X (Not Male Or Female) Percentage,Another Gender Count,Another Gender Percentage,Decline to Answer Count,Decline to Answer Percentage,Do not understand the question Count,Do not understand the question Percentage,Female Gender Identity Count,Female Gender Identity Percentage,Male Gender Identity Count,Male Gender Identity Percentage,Multi-Gender Identity Count,Multi-Gender Identity Percentage,Non-Binary (not Female or Male) Count,Non-Binary (not Female or Male) Percentage,Not Sure Gender Identity Count,Not Sure Gender Identity Percentage,Two Spirit (Native American/First Nations) Count,Two Spirit (Native American/First Nations) Percentage
06/26/2020,Manhattan CD 012,Adolescent Literacy,11,0.39,11,0.39,0,0,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,20,0.71,2,0.07,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0
06/26/2020,Manhattan CD 012,Adult Literacy - ABE/HSE,43,1.53,32,1.14,0,0,1,0.03,0,0,13,0.46,3,0.1,1,0.03,2,0.07,70,2.5,5,0.17,0,0,0,0,0,0,0,0,0,0,42,1.5,32,1.14,0,0,1,0.03,0,0,0,0
06/26/2020,Manhattan CD 012,Adult Literacy - ABE/HSE (Discretionary),14,0.5,8,0.28,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,21,0.75,1,0.03,0,0,0,0,0,0,1,0.03,0,0,12,0.42,9,0.32,0,0,0,0,0,0,0,0
06/26/2020,Manhattan CD 012,Adult Literacy - BENL/ESOL,218,7.78,81,2.89,0,0,2,0.07,5,0.17,6,0.21,0,0,0,0,12,0.42,287,10.25,13,0.46,1,0.03,0,0,0,0,2,0.07,0,0,221,7.89,76,2.71,0,0,0,0,1,0.03,0,0
06/26/2020,Manhattan CD 012,Adult Literacy - BENL/ESOL (Discretionary),141,5.03,53,1.89,0,0,3,0.1,3,0.1,10,0.35,1,0.03,0,0,6,0.21,183,6.53,11,0.39,0,0,0,0,0,0,2,0.07,0,0,138,4.92,53,1.89,1,0.03,0,0,0,0,0,0
06/26/2020,Manhattan CD 012,Adult Literacy - NDA (ABE/HSE/Spanish HSE),30,1.07,15,0.53,0,0,1,0.03,0,0,9,0.32,1,0.03,2,0.07,2,0.07,39,1.39,6,0.21,0,0,0,0,0,0,0,0,0,0,28,1,16,0.57,1,0.03,0,0,0,0,0,0
06/26/2020,Manhattan CD 012,Beacon,447,15.96,553,19.75,1,0.03,8,0.28,6,0.21,117,4.17,19,0.67,2,0.07,33,1.17,873,31.18,132,4.71,2,0.07,3,0.1,0,0,146,5.21,0,0,224,8,224,8,0,0,0,0,1,0.03,0,0
06/26/2020,Manhattan CD 012,COMPASS Elementary,1628,58.14,1508,53.86,0,0,20,0.71,34,1.21,242,8.64,54,1.92,9,0.32,210,7.5,2892,103.29,244,8.71,2,0.07,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0
06/26/2020,Manhattan CD 012,COMPASS Explore,30,1.07,28,1,0,0,0,0,0,0,5,0.17,1,0.03,1,0.03,5,0.17,55,1.96,4,0.14,1,0.03,0,0,0,0,23,0.82,1,0.03,12,0.42,13,0.46,1,0.03,0,0,0,0,0,0
06/26/2020,Manhattan CD 012,COMPASS High School,24,0.85,26,0.92,0,0,0,0,1,0.03,3,0.1,4,0.14,0,0,4,0.14,35,1.25,14,0.5,0,0,0,0,0,0,1,0.03,0,0,19,0.67,26,0.92,0,0,0,0,0,0,0,0
06/26/2020,Manhattan CD 012,COMPASS Middle School,1111,39.68,1138,40.64,0,0,11,0.39,21,0.75,227,8.1,76,2.71,7,0.25,199,7.1,1931,68.97,311,11.1,0,0,1,0.03,0,0,26,0.92,0,0,36,1.28,50,1.78,1,0.03,1,0.03,0,0,0,0
06/26/2020,Manhattan CD 012,Cornerstone,96,3.42,106,3.78,0,0,4,0.14,0,0,76,2.71,4,0.14,1,0.03,8,0.28,135,4.82,67,2.39,0,0,0,0,0,0,3,0.1,0,0,32,1.14,40,1.42,0,0,0,0,1,0.03,0,0
06/26/2020,Manhattan CD 012,Drop-in Centers,3,0.1,4,0.14,0,0,0,0,0,0,1,0.03,0,0,0,0,2,0.07,6,0.21,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.07,3,0.1,0,0,0,0,0,0,0,0
06/26/2020,Manhattan CD 012,ESL Civics,53,1.89,18,0.64,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,70,2.5,1,0.03,0,0,0,0,0,0,0,0,0,0,50,1.78,21,0.75,0,0,0,0,0,0,0,0
06/26/2020,Queens CD 001,Adult Literacy - ABE/HSE,4,0.14,8,0.28,0,0,0,0,0,0,7,0.25,0,0,0,0,3,0.1,6,0.21,6,0.21,0,0,0,0,0,0,0,0,0,0,3,0.1,9,0.32,0,0,0,0,0,0,0,0
06/26/2020,Queens CD 001,Adult Literacy - BENL/ESOL,326,11.64,124,4.42,0,0,4,0.14,36,1.28,7,0.25,2,0.07,0,0,143,5.1,256,9.14,194,6.92,0,0,0,0,0,0,16,0.57,0,0,313,11.17,120,4.28,1,0.03,0,0,0,0,0,0
06/26/2020,Queens CD 001,Adult Literacy - BENL/ESOL (Discretionary),56,2,28,1,0,0,2,0.07,9,0.32,1,0.03,1,0.03,0,0,17,0.6,60,2.14,24,0.85,0,0,0,0,0,0,7,0.25,0,0,49,1.75,28,1,0,0,0,0,0,0,0,0
06/26/2020,Queens CD 001,Adult Literacy - NDA (ABE/HSE/Spanish HSE),4,0.14,1,0.03,0,0,1,0.03,0,0,1,0.03,1,0.03,0,0,1,0.03,3,0.1,2,0.07,0,0,0,0,0,0,0,0,0,0,4,0.14,1,0.03,0,0,0,0,0,0,0,0
06/26/2020,Queens CD 001,Beacon,620,22.14,913,32.61,0,0,15,0.53,111,3.96,301,10.75,44,1.57,11,0.39,424,15.14,625,22.32,909,32.46,0,0,1,0.03,0,0,51,1.82,0,0,124,4.42,273,9.75,1,0.03,1,0.03,40,1.42,0,0
06/26/2020,Queens CD 001,COMPASS Explore,67,2.39,47,1.67,0,0,0,0,11,0.39,30,1.07,9,0.32,0,0,41,1.46,51,1.82,63,2.25,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,1,0.03,0,0
06/26/2020,Queens CD 001,COMPASS High School,3,0.1,1,0.03,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,3,0.1,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.07,1,0.03,0,0,0,0,0,0,0,0
06/26/2020,Queens CD 001,COMPASS Middle School,479,17.1,523,18.68,0,0,7,0.25,112,4,207,7.39,46,1.64,2,0.07,306,10.92,353,12.6,648,23.14,1,0.03,0,0,0,0,13,0.46,0,0,18,0.64,34,1.21,0,0,0,0,1,0.03,0,0
06/26/2020,Queens CD 001,Cornerstone,280,10,288,10.28,0,0,0,0,13,0.46,450,16.07,4,0.14,1,0.03,8,0.28,113,4.03,455,16.25,0,0,0,0,0,0,110,3.92,0,0,25,0.89,43,1.53,0,0,0,0,0,0,0,0
06/26/2020,Queens CD 001,Drop-in Centers,1,0.03,2,0.07,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,1,0.03,2,0.07,0,0,0,0,0,0,0,0,0,0,2,0.07,1,0.03,0,0,0,0,0,0,0,0
06/26/2020,Queens CD 001,ESL Civics,95,3.39,32,1.14,0,0,2,0.07,8,0.28,3,0.1,0,0,0,0,29,1.03,78,2.78,49,1.75,0,0,0,0,0,0,3,0.1,0,0,91,3.25,33,1.17,0,0,0,0,0,0,0,0
